country_grp2,ratingdate,n,medage,total,perc
China,1989-06-30T23:00:00Z,1,21.045859000684462,108,0.009259259259259259
China,1991-01-01T00:00:00Z,1,27.249828884325805,104,0.009615384615384616
China,1994-06-30T23:00:00Z,1,33.607118412046546,106,0.009433962264150943
China,1995-01-01T00:00:00Z,1,34.11362080766598,110,0.00909090909090909
China,1999-06-30T23:00:00Z,1,38.60643394934976,100,0.01
China,2000-01-01T00:00:00Z,3,26.73511293634497,100,0.03
China,2000-06-30T23:00:00Z,6,29.638603696098563,101,0.0594059405940594
China,2000-09-30T23:00:00Z,5,27.482546201232033,100,0.05
China,2001-01-01T00:00:00Z,4,33.01574264202601,100,0.04
China,2001-03-31T23:00:00Z,4,33.25941136208077,100,0.04
China,2001-06-30T23:00:00Z,4,33.50855578370979,101,0.039603960396039604
China,2001-09-30T23:00:00Z,4,33.76043805612594,103,0.038834951456310676
China,2002-01-01T00:00:00Z,4,34.01505817932923,103,0.038834951456310676
China,2002-03-31T23:00:00Z,5,28.980150581793293,101,0.04950495049504951
China,2002-06-30T23:00:00Z,5,29.229295003422312,102,0.049019607843137254
China,2002-09-30T23:00:00Z,3,40.03832991101985,100,0.03
China,2003-01-01T00:00:00Z,3,40.29295003422313,100,0.03
China,2003-03-31T23:00:00Z,3,40.53661875427789,102,0.029411764705882353
China,2003-06-30T23:00:00Z,3,40.785763175906915,100,0.03
China,2003-09-30T23:00:00Z,3,41.03764544832307,100,0.03
China,2004-01-01T00:00:00Z,3,41.29226557152635,100,0.03
China,2004-03-31T23:00:00Z,4,33.555099247091036,100,0.04
China,2004-06-30T23:00:00Z,3,41.78781656399726,100,0.03
China,2004-09-30T23:00:00Z,2,31.333333333333336,101,0.019801980198019802
China,2005-01-01T00:00:00Z,2,32.85420944558521,103,0.019417475728155338
China,2005-03-31T23:00:00Z,3,21.83709787816564,102,0.029411764705882353
China,2005-06-30T23:00:00Z,4,23.54551676933607,102,0.0392156862745098
China,2005-09-30T23:00:00Z,2,32.332648870636554,101,0.019801980198019802
China,2006-01-01T00:00:00Z,4,26.41889117043121,101,0.039603960396039604
China,2006-03-31T23:00:00Z,4,26.662559890485966,101,0.039603960396039604
China,2006-06-30T23:00:00Z,5,26.0041067761807,102,0.049019607843137254
China,2006-09-30T23:00:00Z,5,20.804928131416837,100,0.05
China,2007-01-01T00:00:00Z,5,23.592060232717316,100,0.05
China,2007-03-31T23:00:00Z,6,22.569472963723477,102,0.058823529411764705
China,2007-06-30T23:00:00Z,5,24.084873374401095,100,0.05
China,2007-09-30T23:00:00Z,6,23.07049965776865,100,0.06
China,2008-01-01T00:00:00Z,5,22.05886379192334,102,0.049019607843137254
China,2008-03-31T23:00:00Z,5,22.305270362765228,101,0.04950495049504951
China,2008-06-30T23:00:00Z,5,22.55441478439425,100,0.05
China,2008-09-30T23:00:00Z,5,22.806297056810404,101,0.04950495049504951
China,2009-01-01T00:00:00Z,5,23.06091718001369,100,0.05
China,2009-03-31T23:00:00Z,7,22.0041067761807,104,0.0673076923076923
China,2009-06-30T23:00:00Z,4,22.903490759753595,101,0.039603960396039604
China,2009-08-31T23:00:00Z,4,23.073237508555785,100,0.04
China,2009-11-01T00:00:00Z,5,22.5927446954141,102,0.049019607843137254
China,2010-01-01T00:00:00Z,4,23.40999315537303,103,0.038834951456310676
China,2010-03-01T00:00:00Z,5,22.921286789869953,100,0.05
China,2010-04-30T23:00:00Z,5,23.085557837097877,102,0.049019607843137254
China,2010-06-30T23:00:00Z,5,23.252566735112936,100,0.05
China,2010-08-31T23:00:00Z,4,23.04312114989733,100,0.04
China,2010-11-01T00:00:00Z,4,23.21286789869952,101,0.039603960396039604
China,2011-01-01T00:00:00Z,5,23.000684462696782,101,0.04950495049504951
China,2011-03-01T00:00:00Z,5,23.16221765913758,101,0.04950495049504951
China,2011-04-30T23:00:00Z,6,23.204654346338124,100,0.06
China,2011-06-30T23:00:00Z,7,22.491444216290212,101,0.06930693069306931
China,2011-08-31T23:00:00Z,6,23.541409993155373,100,0.06
China,2011-11-01T00:00:00Z,6,23.711156741957563,100,0.06
China,2012-01-01T00:00:00Z,5,22.99794661190965,101,0.04950495049504951
China,2012-10-01T00:00:00Z,6,24.628336755646817,101,0.0594059405940594
China,2013-04-01T00:00:00Z,6,23.953456536618752,103,0.05825242718446602
China,2013-10-01T00:00:00Z,7,24.747433264887064,100,0.07
China,2014-04-01T00:00:00Z,7,25.245722108145106,101,0.06930693069306931
China,2014-10-01T00:00:00Z,8,25.453798767967147,102,0.0784313725490196
China,2015-04-01T00:00:00Z,9,25.659137577002053,100,0.09
China,2015-10-01T00:00:00Z,9,26.16016427104723,101,0.0891089108910891
China,2016-04-01T00:00:00Z,9,26.661190965092402,104,0.08653846153846154
China,2016-10-01T00:00:00Z,8,27.455167693360714,102,0.0784313725490196
China,2017-04-01T00:00:00Z,8,27.953456536618752,101,0.07920792079207921
China,2017-10-01T00:00:00Z,9,28.161533196440793,100,0.09
China,2018-04-01T00:00:00Z,9,28.659822039698838,102,0.08823529411764706
China,2018-10-01T00:00:00Z,9,29.16084873374401,101,0.0891089108910891
China,2019-04-01T00:00:00Z,9,29.659137577002053,100,0.09
China,2019-10-01T00:00:00Z,9,30.16016427104723,100,0.09
China,2020-04-01T00:00:00Z,9,30.661190965092402,101,0.0891089108910891
China,2020-10-01T00:00:00Z,9,31.16221765913758,101,0.0891089108910891
China,2021-04-01T00:00:00Z,9,31.66050650239562,105,0.08571428571428572
China,2021-10-01T00:00:00Z,9,32.16153319644079,102,0.08823529411764706
India,1988-01-01T00:00:00Z,1,18.05886379192334,100,0.01
India,1988-06-30T23:00:00Z,1,18.55441478439425,105,0.009523809523809525
India,1989-06-30T23:00:00Z,1,19.55373032169747,108,0.009259259259259259
India,1990-01-01T00:00:00Z,1,20.060232717316907,101,0.009900990099009901
India,1990-06-30T23:00:00Z,1,20.553045859000683,111,0.009009009009009009
India,1991-01-01T00:00:00Z,1,21.059548254620122,104,0.009615384615384616
India,1991-06-30T23:00:00Z,2,23.1129363449692,105,0.01904761904761905
India,1992-01-01T00:00:00Z,2,23.619438740588638,103,0.019417475728155338
India,1992-06-30T23:00:00Z,1,22.55441478439425,105,0.009523809523809525
India,1993-01-01T00:00:00Z,1,23.06091718001369,105,0.009523809523809525
India,1993-06-30T23:00:00Z,1,23.55373032169747,107,0.009345794392523364
India,1994-01-01T00:00:00Z,1,24.060232717316907,100,0.01
India,1994-06-30T23:00:00Z,1,24.553045859000683,106,0.009433962264150943
India,1995-01-01T00:00:00Z,1,25.059548254620122,110,0.00909090909090909
India,1995-06-30T23:00:00Z,1,25.5523613963039,106,0.009433962264150943
India,1996-01-01T00:00:00Z,1,26.05886379192334,109,0.009174311926605505
India,1996-06-30T23:00:00Z,1,26.55441478439425,102,0.00980392156862745
India,1997-01-01T00:00:00Z,1,27.06091718001369,108,0.009259259259259259
India,1997-06-30T23:00:00Z,1,27.55373032169747,103,0.009708737864077669
India,1998-01-01T00:00:00Z,1,28.060232717316907,105,0.009523809523809525
India,1998-06-30T23:00:00Z,1,28.553045859000683,100,0.01
India,1999-01-01T00:00:00Z,1,29.059548254620122,102,0.00980392156862745
India,1999-06-30T23:00:00Z,1,29.5523613963039,100,0.01
India,2000-01-01T00:00:00Z,1,30.05886379192334,100,0.01
India,2000-06-30T23:00:00Z,1,30.55441478439425,101,0.009900990099009901
India,2000-09-30T23:00:00Z,1,30.806297056810404,100,0.01
India,2001-01-01T00:00:00Z,2,25.522245037645447,100,0.02
India,2001-03-31T23:00:00Z,2,25.765913757700204,100,0.02
India,2001-06-30T23:00:00Z,1,31.55373032169747,101,0.009900990099009901
India,2001-09-30T23:00:00Z,1,31.805612594113622,103,0.009708737864077669
India,2002-01-01T00:00:00Z,1,32.06023271731691,103,0.009708737864077669
India,2002-03-31T23:00:00Z,2,26.765229295003422,101,0.019801980198019802
India,2002-06-30T23:00:00Z,2,27.01437371663244,102,0.0196078431372549
India,2002-09-30T23:00:00Z,2,27.266255989048595,100,0.02
India,2003-01-01T00:00:00Z,2,27.520876112251884,100,0.02
India,2003-03-31T23:00:00Z,2,27.76454483230664,102,0.0196078431372549
India,2003-06-30T23:00:00Z,2,28.01368925393566,100,0.02
India,2003-09-30T23:00:00Z,2,28.265571526351813,100,0.02
India,2004-01-01T00:00:00Z,2,28.520191649555102,100,0.02
India,2004-03-31T23:00:00Z,2,28.766598220396986,100,0.02
India,2004-06-30T23:00:00Z,2,29.015742642026012,100,0.02
India,2004-09-30T23:00:00Z,2,29.26762491444216,101,0.019801980198019802
India,2005-01-01T00:00:00Z,3,23.983572895277206,103,0.02912621359223301
India,2005-03-31T23:00:00Z,3,24.227241615331966,102,0.029411764705882353
India,2005-06-30T23:00:00Z,3,24.476386036960985,102,0.029411764705882353
India,2005-09-30T23:00:00Z,3,24.72826830937714,101,0.0297029702970297
India,2006-01-01T00:00:00Z,3,24.982888432580424,101,0.0297029702970297
India,2006-03-31T23:00:00Z,3,25.22655715263518,101,0.0297029702970297
India,2006-06-30T23:00:00Z,3,25.475701574264203,102,0.029411764705882353
India,2006-09-30T23:00:00Z,3,25.727583846680357,100,0.03
India,2007-01-01T00:00:00Z,3,25.982203969883642,100,0.03
India,2007-03-31T23:00:00Z,3,26.2258726899384,102,0.029411764705882353
India,2007-06-30T23:00:00Z,3,26.47501711156742,100,0.03
India,2007-09-30T23:00:00Z,3,26.72689938398357,100,0.03
India,2008-01-01T00:00:00Z,3,26.981519507186857,102,0.029411764705882353
India,2008-03-31T23:00:00Z,3,27.227926078028748,101,0.0297029702970297
India,2008-06-30T23:00:00Z,3,27.477070499657767,100,0.03
India,2008-09-30T23:00:00Z,3,27.72895277207392,101,0.0297029702970297
India,2009-01-01T00:00:00Z,3,27.983572895277206,100,0.03
India,2009-03-31T23:00:00Z,3,28.227241615331966,104,0.028846153846153848
India,2009-06-30T23:00:00Z,3,28.476386036960985,101,0.0297029702970297
India,2009-08-31T23:00:00Z,3,28.646132785763175,100,0.03
India,2009-11-01T00:00:00Z,4,27.750855578370977,102,0.0392156862745098
India,2010-01-01T00:00:00Z,4,27.917864476386036,103,0.038834951456310676
India,2010-03-01T00:00:00Z,4,28.07939767282683,100,0.04
India,2010-04-30T23:00:00Z,4,28.243668720054757,102,0.0392156862745098
India,2010-06-30T23:00:00Z,4,28.410677618069816,100,0.04
India,2010-08-31T23:00:00Z,4,28.580424366872005,100,0.04
India,2010-11-01T00:00:00Z,3,29.815195071868583,101,0.0297029702970297
India,2011-01-01T00:00:00Z,4,28.917180013689254,101,0.039603960396039604
India,2011-03-01T00:00:00Z,3,30.143737166324435,101,0.0297029702970297
India,2011-04-30T23:00:00Z,4,29.011635865845314,100,0.04
India,2011-06-30T23:00:00Z,4,29.17864476386037,101,0.039603960396039604
India,2011-08-31T23:00:00Z,3,30.64476386036961,100,0.03
India,2011-11-01T00:00:00Z,3,30.8145106091718,100,0.03
India,2012-01-01T00:00:00Z,3,30.981519507186857,101,0.0297029702970297
India,2012-10-01T00:00:00Z,5,26.39835728952772,101,0.04950495049504951
India,2013-04-01T00:00:00Z,4,29.56331279945243,103,0.038834951456310676
India,2013-10-01T00:00:00Z,4,30.064339493497606,100,0.04
India,2014-04-01T00:00:00Z,3,33.229295003422315,101,0.0297029702970297
India,2014-10-01T00:00:00Z,4,31.063655030800824,102,0.0392156862745098
India,2015-04-01T00:00:00Z,4,31.561943874058866,100,0.04
India,2015-10-01T00:00:00Z,4,26.262833675564682,101,0.039603960396039604
India,2016-04-01T00:00:00Z,6,25.045859000684462,104,0.057692307692307696
India,2016-10-01T00:00:00Z,7,30.39835728952772,102,0.06862745098039216
India,2017-04-01T00:00:00Z,6,27.763175906913073,101,0.0594059405940594
India,2017-10-01T00:00:00Z,7,31.397672826830938,100,0.07
India,2018-04-01T00:00:00Z,6,28.762491444216288,102,0.058823529411764705
India,2018-10-01T00:00:00Z,6,29.263518138261464,101,0.0594059405940594
India,2019-04-01T00:00:00Z,6,34.496919917864474,100,0.06
India,2019-10-01T00:00:00Z,5,36.59958932238193,100,0.05
India,2020-04-01T00:00:00Z,4,30.763860369609855,101,0.039603960396039604
India,2020-10-01T00:00:00Z,4,31.26488706365503,101,0.039603960396039604
India,2021-04-01T00:00:00Z,5,34.89664613278576,105,0.047619047619047616
India,2021-10-01T00:00:00Z,6,28.034223134839152,102,0.058823529411764705
North America,1970-12-30T23:00:00Z,9,37.086926762491444,102,0.08823529411764706
North America,1971-06-30T23:00:00Z,11,37.58521560574949,104,0.10576923076923077
North America,1972-06-30T23:00:00Z,8,39.43052703627652,102,0.0784313725490196
North America,1973-06-30T23:00:00Z,9,39.58658453114305,104,0.08653846153846154
North America,1974-04-30T23:00:00Z,7,42.105407255304584,103,0.06796116504854369
North America,1975-01-01T00:00:00Z,7,42.77891854893908,102,0.06862745098039216
North America,1976-01-01T00:00:00Z,7,38.809034907597535,109,0.06422018348623854
North America,1977-01-01T00:00:00Z,6,36.23956194387406,102,0.058823529411764705
North America,1978-01-01T00:00:00Z,12,34.772073921971256,102,0.11764705882352941
North America,1978-06-30T23:00:00Z,12,35.26488706365503,103,0.11650485436893204
North America,1979-01-01T00:00:00Z,11,35.40041067761807,101,0.10891089108910891
North America,1979-06-30T23:00:00Z,11,35.893223819301845,102,0.10784313725490197
North America,1980-01-01T00:00:00Z,11,35.66050650239562,100,0.11
North America,1980-06-30T23:00:00Z,11,36.15605749486653,100,0.11
North America,1981-01-01T00:00:00Z,11,35.36755646817249,101,0.10891089108910891
North America,1981-06-30T23:00:00Z,13,35.860369609856264,104,0.125
North America,1982-01-01T00:00:00Z,12,35.67419575633128,103,0.11650485436893204
North America,1982-06-30T23:00:00Z,13,33.46748802190281,103,0.1262135922330097
North America,1983-01-01T00:00:00Z,14,32.41615331964408,100,0.14
North America,1983-06-30T23:00:00Z,17,31.351129363449694,102,0.16666666666666666
North America,1984-01-01T00:00:00Z,18,32.37371663244353,106,0.16981132075471697
North America,1984-06-30T23:00:00Z,16,32.86926762491444,104,0.15384615384615385
North America,1985-01-01T00:00:00Z,15,32.85968514715948,100,0.15
North America,1985-06-30T23:00:00Z,15,33.35249828884326,107,0.14018691588785046
North America,1986-01-01T00:00:00Z,14,32.50102669404518,103,0.13592233009708737
North America,1986-06-30T23:00:00Z,10,29.90554414784394,102,0.09803921568627451
North America,1987-01-01T00:00:00Z,12,31.329226557152637,101,0.1188118811881188
North America,1987-06-30T23:00:00Z,14,30.90485968514716,107,0.1308411214953271
North America,1988-01-01T00:00:00Z,17,31.515400410677618,100,0.17
North America,1988-06-30T23:00:00Z,13,32.01095140314853,105,0.12380952380952381
North America,1989-01-01T00:00:00Z,13,31.43874058863792,100,0.13
North America,1989-06-30T23:00:00Z,15,31.9315537303217,108,0.1388888888888889
North America,1990-01-01T00:00:00Z,14,34.10677618069815,101,0.13861386138613863
North America,1990-06-30T23:00:00Z,14,32.34496919917864,111,0.12612612612612611
North America,1991-01-01T00:00:00Z,14,33.08145106091718,104,0.1346153846153846
North America,1991-06-30T23:00:00Z,12,34.469541409993155,105,0.11428571428571428
North America,1992-01-01T00:00:00Z,11,33.724845995893226,103,0.10679611650485436
North America,1992-06-30T23:00:00Z,13,32.84873374401095,105,0.12380952380952381
North America,1993-01-01T00:00:00Z,10,33.3388090349076,105,0.09523809523809523
North America,1993-06-30T23:00:00Z,9,33.267624914442166,107,0.08411214953271028
North America,1994-01-01T00:00:00Z,10,31.79192334017796,100,0.1
North America,1994-06-30T23:00:00Z,10,34.492813141683776,106,0.09433962264150944
North America,1995-01-01T00:00:00Z,7,35.22518822724162,110,0.06363636363636363
North America,1995-06-30T23:00:00Z,6,36.824093086926766,106,0.05660377358490566
North America,1996-01-01T00:00:00Z,6,37.3305954825462,109,0.05504587155963303
North America,1996-06-30T23:00:00Z,6,36.49418206707735,102,0.058823529411764705
North America,1997-01-01T00:00:00Z,8,39.51813826146475,108,0.07407407407407407
North America,1997-06-30T23:00:00Z,5,37.267624914442166,103,0.04854368932038835
North America,1998-01-01T00:00:00Z,8,38,105,0.0761904761904762
North America,1998-06-30T23:00:00Z,8,38.492813141683776,100,0.08
North America,1999-01-01T00:00:00Z,8,38.99931553730322,102,0.0784313725490196
North America,1999-06-30T23:00:00Z,6,40.824093086926766,100,0.06
North America,2000-01-01T00:00:00Z,6,40.97467488021903,100,0.06
North America,2000-06-30T23:00:00Z,6,40.49418206707735,101,0.0594059405940594
North America,2000-09-30T23:00:00Z,5,40.5201916495551,100,0.05
North America,2001-01-01T00:00:00Z,5,40.77481177275838,100,0.05
North America,2001-03-31T23:00:00Z,4,41.24435318275154,100,0.04
North America,2001-06-30T23:00:00Z,4,41.493497604380565,101,0.039603960396039604
North America,2001-09-30T23:00:00Z,5,41.51950718685831,103,0.04854368932038835
North America,2002-01-01T00:00:00Z,5,36.84325804243669,103,0.04854368932038835
North America,2002-03-31T23:00:00Z,7,37.086926762491444,101,0.06930693069306931
North America,2002-06-30T23:00:00Z,8,37.81930184804928,102,0.0784313725490196
North America,2002-09-30T23:00:00Z,7,37.58795345653662,100,0.07
North America,2003-01-01T00:00:00Z,6,36.57494866529774,100,0.06
North America,2003-03-31T23:00:00Z,5,38.08624229979466,102,0.049019607843137254
North America,2003-06-30T23:00:00Z,5,38.33538672142368,100,0.05
North America,2003-09-30T23:00:00Z,5,38.587268993839835,100,0.05
North America,2004-01-01T00:00:00Z,6,37.57426420260096,100,0.06
North America,2004-03-31T23:00:00Z,6,37.82067077344284,100,0.06
North America,2004-06-30T23:00:00Z,6,41.80287474332649,100,0.06
North America,2004-09-30T23:00:00Z,6,34.96098562628337,101,0.0594059405940594
North America,2005-01-01T00:00:00Z,5,39.84394250513347,103,0.04854368932038835
North America,2005-03-31T23:00:00Z,4,30.203969883641342,102,0.0392156862745098
North America,2005-06-30T23:00:00Z,4,30.45311430527036,102,0.0392156862745098
North America,2005-09-30T23:00:00Z,4,30.704996577686515,101,0.039603960396039604
North America,2006-01-01T00:00:00Z,5,31.586584531143053,101,0.04950495049504951
North America,2006-03-31T23:00:00Z,5,31.83025325119781,101,0.04950495049504951
North America,2006-06-30T23:00:00Z,5,32.07939767282683,102,0.049019607843137254
North America,2006-09-30T23:00:00Z,4,31.704312114989733,100,0.04
North America,2007-01-01T00:00:00Z,5,32.58590006844627,100,0.05
North America,2007-03-31T23:00:00Z,5,32.82956878850103,102,0.049019607843137254
North America,2007-06-30T23:00:00Z,6,36.4394250513347,100,0.06
North America,2007-09-30T23:00:00Z,4,32.70362765229295,100,0.04
North America,2008-01-01T00:00:00Z,4,32.95824777549623,102,0.0392156862745098
North America,2008-03-31T23:00:00Z,5,33.831622176591374,101,0.04950495049504951
North America,2008-06-30T23:00:00Z,4,33.45379876796714,100,0.04
North America,2008-09-30T23:00:00Z,4,33.7056810403833,101,0.039603960396039604
North America,2009-01-01T00:00:00Z,4,33.507186858316224,100,0.04
North America,2009-03-31T23:00:00Z,4,34.20396988364134,104,0.038461538461538464
North America,2009-06-30T23:00:00Z,5,34.17385352498289,101,0.04950495049504951
North America,2009-08-31T23:00:00Z,4,34.62286105407255,100,0.04
North America,2009-11-01T00:00:00Z,4,34.79260780287474,102,0.0392156862745098
North America,2010-01-01T00:00:00Z,4,34.959616700889804,103,0.038834951456310676
North America,2010-03-01T00:00:00Z,4,35.121149897330596,100,0.04
North America,2010-04-30T23:00:00Z,4,35.285420944558524,102,0.0392156862745098
North America,2010-06-30T23:00:00Z,3,34.82546201232033,100,0.03
North America,2010-08-31T23:00:00Z,3,34.99520876112252,100,0.03
North America,2010-11-01T00:00:00Z,3,35.16495550992471,101,0.0297029702970297
North America,2011-01-01T00:00:00Z,3,35.331964407939765,101,0.0297029702970297
North America,2011-03-01T00:00:00Z,3,35.493497604380565,101,0.0297029702970297
North America,2011-04-30T23:00:00Z,3,35.657768651608485,100,0.03
North America,2011-06-30T23:00:00Z,3,35.82477754962355,101,0.0297029702970297
North America,2011-08-31T23:00:00Z,4,36.62149212867899,100,0.04
North America,2011-11-01T00:00:00Z,4,36.79123887748118,100,0.04
North America,2012-01-01T00:00:00Z,3,36.33127994524298,101,0.0297029702970297
North America,2012-10-01T00:00:00Z,4,30.947296372347708,101,0.039603960396039604
North America,2013-04-01T00:00:00Z,4,31.445585215605746,103,0.038834951456310676
North America,2013-10-01T00:00:00Z,4,31.946611909650926,100,0.04
North America,2014-04-01T00:00:00Z,3,38.57905544147844,101,0.0297029702970297
